"vehicle_id","route_id","route_short_name","destination","x_lon","y_lat","captured_at_jst","current_status","stop_name"
"D338","082","亀26","今井","139.883575","35.685966","2026-05-08 11:25:58","IN_TRANSIT_TO","一之江駅前"
"K284","083","錦27","両国駅前","139.863831","35.702103","2026-05-08 11:25:58","IN_TRANSIT_TO","小松川警察署前"
"W400","083","錦27","小岩駅前","139.810303","35.695454","2026-05-08 11:25:58","IN_TRANSIT_TO","江東橋"
"H979","083","錦27","小岩駅前","139.867661","35.707634","2026-05-08 11:25:58","IN_TRANSIT_TO","江戸川区役所前"
"F665","084","錦27－2","船堀駅前","139.881851","35.728153","2026-05-08 11:25:58","IN_TRANSIT_TO","下小岩小学校前"
"W394","085","西葛27","臨海町二丁目団地前","139.859116","35.664448","2026-05-08 11:25:58","IN_TRANSIT_TO","西葛西駅前"
"G730","085","西葛27","西葛西駅前","139.854004","35.653484","2026-05-08 11:25:58","IN_TRANSIT_TO","東京臨海病院前"
"A595","085","西葛27","中左近橋","139.855972","35.653618","2026-05-08 11:25:58","IN_TRANSIT_TO","臨海町一丁目"
"B771","086","平28","東大島駅前","139.851685","35.69545","2026-05-08 11:25:58","IN_TRANSIT_TO","チェリーガーデン前"
"E458","087","両28","両国駅前","139.793976","35.699024","2026-05-08 11:25:58","IN_TRANSIT_TO","旧安田庭園前"
"E134","087","両28","葛西橋","139.826172","35.692451","2026-05-08 11:25:58","IN_TRANSIT_TO","五ノ橋"
"G719","087","両28","両国駅前","139.859009","35.647388","2026-05-08 11:25:58","IN_TRANSIT_TO","臨海車庫前"
"H985","087","両28","臨海車庫","139.861191","35.657364","2026-05-08 11:25:58","IN_TRANSIT_TO","新田住宅"
"F673","087","両28","両国駅前","139.827316","35.678989","2026-05-08 11:25:58","IN_TRANSIT_TO","北砂二丁目"
"A653","089","錦28","錦糸町駅前","139.83696","35.684402","2026-05-08 11:25:58","IN_TRANSIT_TO","北砂六丁目"
"Z518","089","錦28","東大島駅前","139.826614","35.687431","2026-05-08 11:25:58","IN_TRANSIT_TO","大島一丁目"
"M441","091","新小29","東新小岩四丁目","139.873062","35.699612","2026-05-08 11:25:58","IN_TRANSIT_TO","中央通り"
"A636","091","新小29","葛西駅前","139.873398","35.700111","2026-05-08 11:25:58","IN_TRANSIT_TO","中央通り"
"A635","091","新小29","葛西駅前","139.875687","35.671345","2026-05-08 11:25:58","IN_TRANSIT_TO","桑川町"
"E456","091","新小29","東新小岩四丁目","139.8694","35.660988","2026-05-08 11:25:58","IN_TRANSIT_TO","葛西駅通り"
"L352","091","新小29","東京臨海病院前","139.861526","35.717834","2026-05-08 11:25:58","IN_TRANSIT_TO","新小岩二丁目"
"Z524","091","新小29","東京臨海病院前","139.859131","35.653217","2026-05-08 11:25:58","IN_TRANSIT_TO","紅葉川高校前"
"B762","093","門33","豊海水産埠頭","139.800247","35.707943","2026-05-08 11:25:58","IN_TRANSIT_TO","吾妻橋一丁目"
"B763","093","門33","豊海水産埠頭","139.799118","35.680321","2026-05-08 11:25:58","IN_TRANSIT_TO","清澄庭園前"
"W433","093","門33","豊海水産埠頭","139.782211","35.662342","2026-05-08 11:25:58","IN_TRANSIT_TO","月島三丁目"
"G738","093","門33","亀戸駅前","139.785873","35.665344","2026-05-08 11:25:58","IN_TRANSIT_TO","月島駅前"
"G789","093","門33","亀戸駅前","139.797913","35.690731","2026-05-08 11:25:58","IN_TRANSIT_TO","千歳三丁目"
"M465","093","門33","亀戸駅前","139.809204","35.708942","2026-05-08 11:25:58","IN_TRANSIT_TO","とうきょうスカイツリー駅入口"
"E491","093","門33","亀戸駅前","139.825562","35.702461","2026-05-08 11:25:58","IN_TRANSIT_TO","亀戸四丁目"
"V380","092","亀29","亀戸駅前","139.8685","35.655876","2026-05-08 11:25:58","IN_TRANSIT_TO","新田"
"G725","092","亀29","亀戸駅前","139.857986","35.669895","2026-05-08 11:25:58","IN_TRANSIT_TO","宇喜田"
"G729","092","亀29","亀戸駅前","139.827316","35.678989","2026-05-08 11:25:58","IN_TRANSIT_TO","北砂二丁目"
"K285","092","亀29","西葛西駅前","139.827866","35.67709","2026-05-08 11:25:58","IN_TRANSIT_TO","境川"
"V341","092","亀29","西葛西駅前","139.854034","35.670708","2026-05-08 11:25:58","IN_TRANSIT_TO","葛西橋東詰"
"E447","096","草39","上野松坂屋前","139.823837","35.727386","2026-05-08 11:25:58","IN_TRANSIT_TO","東向島六丁目"
"Z509","096","草39","金町駅前","139.812088","35.717224","2026-05-08 11:25:58","IN_TRANSIT_TO","向島五丁目"
"Z511","096","草39","浅草寿町","139.858734","35.759754","2026-05-08 11:25:58","IN_TRANSIT_TO","新宿一丁目(にいじゅくいっちょうめ)"
"M431","096","草39","金町駅前","139.844406","35.745258","2026-05-08 11:25:58","IN_TRANSIT_TO","青戸車庫前"
"H963","094","錦37","錦糸町駅前","139.827682","35.726475","2026-05-08 11:25:58","IN_TRANSIT_TO","八広"
"B755","094","錦37","錦糸町駅前","139.814484","35.704777","2026-05-08 11:25:58","IN_TRANSIT_TO","横川三丁目"
"E452","094","錦37","青戸車庫前","139.813568","35.710823","2026-05-08 11:25:58","IN_TRANSIT_TO","押上駅前"
"C251","094","錦37","青戸車庫前","139.828644","35.725456","2026-05-08 11:25:58","IN_TRANSIT_TO","八広"
"A623","097","王40丙","王子駅前","139.738678","35.754196","2026-05-08 11:25:58","IN_TRANSIT_TO","王子駅前"
"E427","099","王40甲","西新井駅前","139.715103","35.732643","2026-05-08 11:25:58","IN_TRANSIT_TO","Hareza池袋"
"M407","099","王40甲","西新井駅前","139.721008","35.737476","2026-05-08 11:25:58","IN_TRANSIT_TO","上池袋三丁目"
"H897","099","王40甲","西新井駅前","139.728546","35.744678","2026-05-08 11:25:58","IN_TRANSIT_TO","西巣鴨"
"H899","099","王40甲","西新井駅前","139.738815","35.754341","2026-05-08 11:25:58","IN_TRANSIT_TO","王子駅前"
"F606","099","王40甲","西新井駅前","139.756226","35.762096","2026-05-08 11:25:58","IN_TRANSIT_TO","宮城二丁目"
"E426","099","王40甲","西新井駅前","139.756226","35.762096","2026-05-08 11:25:58","IN_TRANSIT_TO","宮城二丁目"
"G756","099","王40甲","西新井駅前","139.762039","35.76778","2026-05-08 11:25:58","IN_TRANSIT_TO","荒川土手"
"C239","099","王40甲","西新井駅前","139.78331","35.778183","2026-05-08 11:25:58","IN_TRANSIT_TO","栗原町"
"G750","099","王40甲","池袋駅東口","139.784637","35.776299","2026-05-08 11:25:58","IN_TRANSIT_TO","西新井駅入口"
"W455","099","王40甲","池袋駅東口","139.766724","35.770931","2026-05-08 11:25:58","IN_TRANSIT_TO","江北一丁目"
"G764","099","王40甲","池袋駅東口","139.763214","35.768803","2026-05-08 11:25:58","IN_TRANSIT_TO","荒川土手操車所前"
"E516","099","王40甲","池袋駅東口","139.747772","35.76226","2026-05-08 11:25:58","IN_TRANSIT_TO","豊島四丁目"
"B743","099","王40甲","池袋駅東口","139.738586","35.753704","2026-05-08 11:25:58","IN_TRANSIT_TO","王子駅前"
"E419","099","王40甲","池袋駅東口","139.733109","35.747684","2026-05-08 11:25:58","IN_TRANSIT_TO","滝野川二丁目"
"E418","099","王40甲","池袋駅東口","139.720016","35.736313","2026-05-08 11:25:58","IN_TRANSIT_TO","上池袋一丁目"
"L328","098","王40出入","池袋駅東口","139.736893","35.762756","2026-05-08 11:25:58","IN_TRANSIT_TO","王子四丁目"
"C243","100","王41","新田一丁目","139.743561","35.770367","2026-05-08 11:25:58","IN_TRANSIT_TO","新田三丁目"
"B750","101","草41","浅草寿町","139.791672","35.76186","2026-05-08 11:25:58","IN_TRANSIT_TO","放水路土手下"
"K247","101","草41","浅草寿町","139.778854","35.724384","2026-05-08 11:25:58","IN_TRANSIT_TO","上根岸"
"Z562","101","草41","足立梅田町","139.791946","35.711918","2026-05-08 11:25:58","IN_TRANSIT_TO","浅草一丁目"
"M419","101","草41","足立梅田町","139.776901","35.73605","2026-05-08 11:25:58","IN_TRANSIT_TO","荒川四丁目"
"C283","102","東42－1","東京駅八重洲口","139.801941","35.715923","2026-05-08 11:25:58","IN_TRANSIT_TO","隅田公園"
"E537","102","東42－1","南千住駅西口","139.788361","35.700729","2026-05-08 11:25:58","IN_TRANSIT_TO","蔵前一丁目"
"F613","105","東43","東京駅丸の内北口","139.762253","35.74987","2026-05-08 11:25:58","IN_TRANSIT_TO","小台"
"E420","105","東43","東京駅丸の内北口","139.761169","35.705105","2026-05-08 11:25:58","IN_TRANSIT_TO","本郷二丁目"
"E421","105","東43","荒川土手","139.761887","35.697285","2026-05-08 11:25:58","IN_TRANSIT_TO","駿河台下"
"F607","105","東43","荒川土手","139.760712","35.738754","2026-05-08 11:25:58","IN_TRANSIT_TO","田端駅前"
"V359","105","東43","駒込病院前","139.763214","35.768803","2026-05-08 11:25:58","IN_TRANSIT_TO","荒川土手操車所前"
"C238","105","東43","豊島五丁目団地","139.760849","35.756397","2026-05-08 11:25:58","IN_TRANSIT_TO","小台二丁目"
"M410","105","東43","江北駅前","139.763351","35.768951","2026-05-08 11:25:58","IN_TRANSIT_TO","荒川土手操車所前"
"H956","106","草43","浅草雷門","139.795303","35.735199","2026-05-08 11:25:58","IN_TRANSIT_TO","南千住六丁目"
"L333","106","草43","足立区役所","139.79248","35.716373","2026-05-08 11:25:58","IN_TRANSIT_TO","西浅草三丁目"
"D341","106","草43","足立区役所","139.803528","35.765556","2026-05-08 11:25:58","IN_TRANSIT_TO","千住車庫前"
"K243","107","端44","駒込病院前","139.775421","35.749496","2026-05-08 11:25:58","IN_TRANSIT_TO","東尾久六丁目"
"F589","107","端44","北千住駅前","139.764252","35.738274","2026-05-08 11:25:58","IN_TRANSIT_TO","東田端一丁目"
"B747","107","端44","北千住駅前","139.779694","35.749626","2026-05-08 11:25:58","IN_TRANSIT_TO","原中学校入口"
"W430","107","端44","北千住駅前","139.799377","35.750957","2026-05-08 11:25:58","IN_TRANSIT_TO","千住二丁目"
"K250","108","王45","北千住駅前","139.768875","35.755875","2026-05-08 11:25:58","IN_TRANSIT_TO","小台土手上"
"G757","108","王45","王子駅前","139.745743","35.770527","2026-05-08 11:25:58","IN_TRANSIT_TO","新田東"
"E454","110","北47","竹の塚駅前","139.801498","35.750629","2026-05-08 11:25:58","IN_TRANSIT_TO","千住二丁目"
"D348","110","北47","竹の塚駅前","139.803253","35.772495","2026-05-08 11:25:58","IN_TRANSIT_TO","弥生町"
"E438","110","北47","竹の塚駅前","139.802704","35.788357","2026-05-08 11:25:58","IN_TRANSIT_TO","六月町"
"D351","110","北47","北千住駅前","139.803177","35.782391","2026-05-08 11:25:58","IN_TRANSIT_TO","島根町"
"D350","110","北47","北千住駅前","139.803879","35.764717","2026-05-08 11:25:58","IN_TRANSIT_TO","千住車庫前"
"F590","110","北47","千住車庫前","139.800827","35.754002","2026-05-08 11:25:58","IN_TRANSIT_TO","千住四丁目"
"B798","109","上46","上野松坂屋前","139.80928","35.737057","2026-05-08 11:25:58","IN_TRANSIT_TO","汐入公園前"
"E444","109","上46","上野松坂屋前","139.787521","35.710339","2026-05-08 11:25:58","IN_TRANSIT_TO","菊屋橋"
"G778","109","上46","南千住駅東口","139.792206","35.713413","2026-05-08 11:25:58","IN_TRANSIT_TO","浅草公園六区"
"F643","109","上46","南千住駅東口","139.801697","35.735077","2026-05-08 11:25:58","IN_TRANSIT_TO","ドナウ通り"
"C281","109","上46","上野松坂屋前","139.797791","35.724117","2026-05-08 11:25:58","IN_TRANSIT_TO","吉原大門"
"G774","109","上46","南千住車庫前","139.772522","35.706856","2026-05-08 11:25:58","IN_TRANSIT_TO","上野松坂屋前"
"H955","116","王49","王子駅前","139.749298","35.778553","2026-05-08 11:25:58","IN_TRANSIT_TO","鹿浜橋"
"D343","116","王49","千住車庫前","139.77533","35.778221","2026-05-08 11:25:58","IN_TRANSIT_TO","第五中学校裏"
"K244","116","王49","千住車庫前","139.797546","35.770935","2026-05-08 11:25:58","IN_TRANSIT_TO","エル・ソフィア前"
"A630","116","王49","王子駅前","139.792892","35.778294","2026-05-08 11:25:58","IN_TRANSIT_TO","梅島三丁目"
"H954","116","王49","足立区役所","139.73465","35.768055","2026-05-08 11:25:58","IN_TRANSIT_TO","北区神谷町"
"H959","116","王49","足立区役所","139.798157","35.778683","2026-05-08 11:25:58","IN_TRANSIT_TO","東部病院前"
"A610","117","茶51","秋葉原駅前","139.753052","35.726986","2026-05-08 11:25:58","IN_TRANSIT_TO","吉祥寺前"
"C217","117","茶51","駒込駅南口","139.754288","35.722706","2026-05-08 11:25:58","IN_TRANSIT_TO","向丘二丁目"
"V354","118","王55","王子駅前","139.748001","35.765835","2026-05-08 11:25:58","IN_TRANSIT_TO","新豊橋"
"F603","118","王55","新田一丁目","139.722824","35.739101","2026-05-08 11:25:58","IN_TRANSIT_TO","上池袋四丁目"
"F599","118","王55","新田一丁目","139.747452","35.764839","2026-05-08 11:25:58","IN_TRANSIT_TO","新豊橋南"
"V362","118","王55","池袋駅東口","139.737381","35.755768","2026-05-08 11:25:58","IN_TRANSIT_TO","王子二丁目"
"E520","120","上58","上野松坂屋前","139.727982","35.717785","2026-05-08 11:25:58","IN_TRANSIT_TO","音羽二丁目"
"E519","120","上58","上野松坂屋前","139.736801","35.723141","2026-05-08 11:25:58","IN_TRANSIT_TO","千石三丁目"
"D360","120","上58","上野松坂屋前","139.761932","35.730263","2026-05-08 11:25:58","IN_TRANSIT_TO","道灌山下"
"A602","120","上58","上野松坂屋前","139.762863","35.720314","2026-05-08 11:25:58","IN_TRANSIT_TO","根津神社入口"
"F572","120","上58","早稲田","139.765579","35.717369","2026-05-08 11:25:58","IN_TRANSIT_TO","根津駅前"
"K235","120","上58","早稲田","139.750015","35.732574","2026-05-08 11:25:58","IN_TRANSIT_TO","上富士前"
"A604","120","上58","早稲田","139.736877","35.723","2026-05-08 11:25:58","IN_TRANSIT_TO","千石三丁目"
"G746","120","上58","早稲田","139.730896","35.709942","2026-05-08 11:25:58","IN_TRANSIT_TO","江戸川橋"
"G753","119","王57","豊島五丁目団地","139.722382","35.782227","2026-05-08 11:25:58","IN_TRANSIT_TO","赤羽二丁目"
"M100","119","王57","豊島五丁目団地","139.735886","35.765163","2026-05-08 11:25:58","IN_TRANSIT_TO","王子五丁目"
"G754","119","王57","赤羽駅東口","139.738708","35.753902","2026-05-08 11:25:58","IN_TRANSIT_TO","王子駅前"
"M408","119","王57","赤羽駅東口","139.725464","35.782661","2026-05-08 11:25:58","IN_TRANSIT_TO","岩淵町"
"L327","119","王57","豊島五丁目団地","139.74263","35.757168","2026-05-08 11:25:58","IN_TRANSIT_TO","豊島二丁目"
"E429","119","王57","王子駅前","139.743103","35.757362","2026-05-08 11:25:58","IN_TRANSIT_TO","豊島二丁目"
"Z514","121","上60","上野公園","139.733459","35.727474","2026-05-08 11:25:58","IN_TRANSIT_TO","巣鴨小学校前"
"F633","121","上60","大塚駅前","139.765579","35.717369","2026-05-08 11:25:58","IN_TRANSIT_TO","根津駅前"
"F582","122","白61","新宿駅西口","139.693253","35.7225","2026-05-08 11:25:58","IN_TRANSIT_TO","目白五丁目"
"C246","122","白61","新宿駅西口","139.717041","35.717361","2026-05-08 11:25:58","IN_TRANSIT_TO","高田一丁目"
"E512","122","白61","新宿駅西口","139.731369","35.711472","2026-05-08 11:25:58","IN_TRANSIT_TO","江戸川橋"
"K254","122","白61","新宿駅西口","139.726608","35.700569","2026-05-08 11:25:58","IN_TRANSIT_TO","牛込柳町駅前"
"M422","122","白61","新宿駅西口","139.717163","35.69109","2026-05-08 11:25:58","IN_TRANSIT_TO","市ヶ谷富久町"
"C221","122","白61","練馬車庫前","139.702545","35.693474","2026-05-08 11:25:58","IN_TRANSIT_TO","歌舞伎町"
"L332","122","白61","練馬車庫前","139.721893","35.692516","2026-05-08 11:25:58","IN_TRANSIT_TO","曙橋"
"K256","122","白61","練馬車庫前","139.726593","35.703671","2026-05-08 11:25:58","IN_TRANSIT_TO","牛込保健センター前"
"M425","122","白61","練馬車庫前","139.725906","35.713779","2026-05-08 11:25:58","IN_TRANSIT_TO","ホテル椿山荘東京前"
"F580","122","白61","練馬車庫前","139.710999","35.719875","2026-05-08 11:25:58","IN_TRANSIT_TO","目白警察署前"
"L331","122","白61","練馬車庫前","139.695053","35.721931","2026-05-08 11:25:58","IN_TRANSIT_TO","聖母病院入口"
"F581","122","白61","練馬車庫前","139.677994","35.729145","2026-05-08 11:25:58","IN_TRANSIT_TO","江原町中野通り"
"K253","122","白61","新宿駅西口","139.668884","35.737484","2026-05-08 11:25:58","IN_TRANSIT_TO","武蔵大学前"
"L310","125","橋63","新橋駅前","139.70462","35.701214","2026-05-08 11:25:58","IN_TRANSIT_TO","大久保二丁目"
"E495","125","橋63","新橋駅前","139.736694","35.695187","2026-05-08 11:25:58","IN_TRANSIT_TO","市谷田町"
"M379","125","橋63","小滝橋車庫前","139.744064","35.677517","2026-05-08 11:25:58","IN_TRANSIT_TO","国会議事堂前"
"C213","125","橋63","小滝橋車庫前","139.734146","35.697556","2026-05-08 11:25:58","IN_TRANSIT_TO","納戸町"
"W446","125","橋63","小滝橋車庫前","139.699753","35.70145","2026-05-08 11:25:58","IN_TRANSIT_TO","新大久保駅前"
"C225","126","草63","浅草寿町","139.722824","35.739101","2026-05-08 11:25:58","IN_TRANSIT_TO","上池袋四丁目"
"D904","126","草63","浅草寿町","139.738129","35.734058","2026-05-08 11:25:58","IN_TRANSIT_TO","巣鴨駅前"
"F632","126","草63","浅草寿町","139.759109","35.724899","2026-05-08 11:25:58","IN_TRANSIT_TO","千駄木一丁目"
"A612","126","草63","浅草寿町","139.781647","35.735664","2026-05-08 11:25:58","IN_TRANSIT_TO","荒川三丁目"
"G803","126","草63","浅草寿町","139.792587","35.714127","2026-05-08 11:25:58","IN_TRANSIT_TO","浅草公園六区"
"G802","126","草63","池袋駅東口","139.79248","35.716373","2026-05-08 11:25:58","IN_TRANSIT_TO","西浅草三丁目"
"G808","126","草63","池袋駅東口","139.780838","35.735737","2026-05-08 11:25:58","IN_TRANSIT_TO","荒川三丁目"
"E417","126","草63","池袋駅東口","139.763245","35.72522","2026-05-08 11:25:58","IN_TRANSIT_TO","団子坂下"
"H889","126","草63","池袋駅東口","139.743179","35.729099","2026-05-08 11:25:58","IN_TRANSIT_TO","千石一丁目(せんごくいっちょうめ（ぶんきょうく）)"
"K240","126","草63","池袋駅東口","139.723221","35.739231","2026-05-08 11:25:58","IN_TRANSIT_TO","上池袋四丁目"
"M391","126","草63","池袋駅東口","139.733765","35.738007","2026-05-08 11:25:58","IN_TRANSIT_TO","巣鴨四丁目"
"H888","126","草63","とげぬき地蔵前","139.733429","35.738647","2026-05-08 11:25:58","IN_TRANSIT_TO","巣鴨四丁目"
"G806","126","草63","池袋駅東口","139.71553","35.73267","2026-05-08 11:25:58","IN_TRANSIT_TO","Hareza池袋"
"E534","128","草64","浅草雷門南","139.725952","35.741898","2026-05-08 11:25:58","IN_TRANSIT_TO","堀割"
"C224","128","草64","浅草雷門南","139.763168","35.74255","2026-05-08 11:25:58","IN_TRANSIT_TO","田端新町三丁目"
"L324","128","草64","浅草雷門南","139.799026","35.716991","2026-05-08 11:25:58","IN_TRANSIT_TO","浅草六丁目"
"A609","128","草64","池袋駅東口","139.798691","35.716358","2026-05-08 11:25:58","IN_TRANSIT_TO","浅草六丁目"
"C226","128","草64","池袋駅東口","139.780838","35.735737","2026-05-08 11:25:58","IN_TRANSIT_TO","荒川三丁目"
"E532","128","草64","池袋駅東口","139.736359","35.749992","2026-05-08 11:25:58","IN_TRANSIT_TO","飛鳥山"
"E513","129","池65","池袋駅東口","139.683044","35.722591","2026-05-08 11:25:58","IN_TRANSIT_TO","落合南長崎駅前"
"G743","129","池65","池袋駅東口","139.706146","35.722008","2026-05-08 11:25:58","IN_TRANSIT_TO","目白駅前"
"F681","129","池65","江古田二丁目","139.712234","35.729053","2026-05-08 11:25:58","IN_TRANSIT_TO","池袋駅東口"
"L330","129","池65","江古田二丁目","139.697891","35.721874","2026-05-08 11:25:58","IN_TRANSIT_TO","下落合四丁目"
"W402","129","池65","江古田二丁目","139.679794","35.723034","2026-05-08 11:25:58","IN_TRANSIT_TO","西落合一丁目"
"D913","127","飯64","小滝橋車庫前","139.699326","35.712288","2026-05-08 11:25:58","IN_TRANSIT_TO","高田馬場三丁目"
"D911","127","飯64","小滝橋車庫前","139.735214","35.709141","2026-05-08 11:25:58","IN_TRANSIT_TO","石切橋"
"B720","127","飯64","小滝橋車庫前","139.75296","35.696159","2026-05-08 11:25:58","IN_TRANSIT_TO","まないた橋"
"A592","127","飯64","小滝橋車庫前","139.735428","35.708836","2026-05-08 11:25:58","IN_TRANSIT_TO","石切橋"
"C212","127","飯64","小滝橋車庫前","139.704132","35.713673","2026-05-08 11:25:58","IN_TRANSIT_TO","高田馬場駅前"
"B722","127","飯64","小滝橋車庫前","139.694809","35.709991","2026-05-08 11:25:58","IN_TRANSIT_TO","小滝橋"
"C214","131","上69","小滝橋車庫前","139.71698","35.711479","2026-05-08 11:25:58","IN_TRANSIT_TO","甘泉園公園前"
"A594","131","上69","小滝橋車庫前","139.746094","35.709827","2026-05-08 11:25:58","IN_TRANSIT_TO","伝通院前"
"K230","131","上69","小滝橋車庫前","139.770966","35.709393","2026-05-08 11:25:58","IN_TRANSIT_TO","上野公園"
"K228","131","上69","小滝橋車庫前","139.744003","35.707813","2026-05-08 11:25:58","IN_TRANSIT_TO","大曲"
"Z548","131","上69","小滝橋車庫前","139.721085","35.711094","2026-05-08 11:25:58","IN_TRANSIT_TO","早稲田"
"W445","133","高71","九段下","139.706207","35.708767","2026-05-08 11:25:58","IN_TRANSIT_TO","新宿スポーツセンター入口"
"C215","130","渋66","渋谷駅前","139.671509","35.675819","2026-05-08 11:25:58","IN_TRANSIT_TO","幡ヶ谷原町"
"E400","130","渋66","阿佐ヶ谷駅前","139.700211","35.659298","2026-05-08 11:25:58","IN_TRANSIT_TO","渋谷駅前"
"L318","130","渋66","阿佐ヶ谷駅前","139.657074","35.679348","2026-05-08 11:25:58","IN_TRANSIT_TO","釜寺"
"F567","130","渋66","阿佐ヶ谷駅前","139.647339","35.697685","2026-05-08 11:25:58","IN_TRANSIT_TO","新高円寺"
"Z532","138","宿75","三宅坂","139.706833","35.69566","2026-05-08 11:25:58","IN_TRANSIT_TO","日清食品前"
"E392","135","宿74","東京女子医大前","139.707199","35.697189","2026-05-08 11:25:58","IN_TRANSIT_TO","東新宿駅前"
"H867","135","宿74","新宿駅西口","139.717789","35.701164","2026-05-08 11:25:58","IN_TRANSIT_TO","戸山町"
"B705","141","黒77","千駄ヶ谷駅前","139.712402","35.673237","2026-05-08 11:25:58","IN_TRANSIT_TO","神宮前二丁目"
"G837","141","黒77","目黒駅前","139.722504","35.650337","2026-05-08 11:25:58","IN_TRANSIT_TO","広尾駅前（広尾橋）"
"E397","147","早77","新宿駅西口","139.707138","35.695465","2026-05-08 11:25:58","IN_TRANSIT_TO","日清食品前"
"C219","147","早77","早稲田","139.701218","35.692448","2026-05-08 11:25:58","IN_TRANSIT_TO","新宿駅東口"
"F575","147","早77","早稲田","139.71936","35.706364","2026-05-08 11:25:58","IN_TRANSIT_TO","馬場下町"
"M381","148","王78","王子駅前","139.654587","35.701847","2026-05-08 11:25:58","IN_TRANSIT_TO","高円寺南四丁目"
"F568","148","王78","王子駅前","139.700623","35.760128","2026-05-08 11:25:58","IN_TRANSIT_TO","富士見町都営住宅前"
"K231","148","王78","王子駅前","139.737381","35.755768","2026-05-08 11:25:58","IN_TRANSIT_TO","王子二丁目"
"L317","148","王78","新宿駅西口","139.715073","35.763805","2026-05-08 11:25:58","IN_TRANSIT_TO","上十条五丁目"
"G783","148","王78","新宿駅西口","139.653915","35.721165","2026-05-08 11:25:58","IN_TRANSIT_TO","野方駅北口"
"M383","148","王78","新宿駅西口","139.69455","35.693943","2026-05-08 11:25:58","IN_TRANSIT_TO","東京医大病院前"
"M385","152","池86","池袋駅東口","139.711639","35.725925","2026-05-08 11:25:58","IN_TRANSIT_TO","南池袋三丁目"
"F574","152","池86","池袋駅東口","139.703247","35.686829","2026-05-08 11:25:58","IN_TRANSIT_TO","千駄ヶ谷五丁目"
"Y489","152","池86","池袋駅東口","139.707092","35.670658","2026-05-08 11:25:58","IN_TRANSIT_TO","神宮前一丁目"
"F571","152","池86","池袋駅東口","139.702209","35.660294","2026-05-08 11:25:58","IN_TRANSIT_TO","渋谷駅東口"
"D361","152","池86","池袋駅東口","139.703644","35.689232","2026-05-08 11:25:58","IN_TRANSIT_TO","新宿四丁目"
"D304","152","池86","池袋駅東口","139.70845","35.703964","2026-05-08 11:25:58","IN_TRANSIT_TO","新宿コズミックセンター前"
"A603","152","池86","池袋駅東口","139.712036","35.715992","2026-05-08 11:25:58","IN_TRANSIT_TO","学習院下"
"K233","152","池86","池袋駅東口","139.721115","35.728779","2026-05-08 11:25:58","IN_TRANSIT_TO","池袋サンシャインシティ"
"B728","152","池86","池袋サンシャインシティ","139.708618","35.703831","2026-05-08 11:25:58","IN_TRANSIT_TO","新宿コズミックセンター前"
"F170","151","橋86","赤羽橋駅前","139.716568","35.634212","2026-05-08 11:25:58","IN_TRANSIT_TO","目黒駅前"
"C207","149","早81","早大正門","139.716034","35.68475","2026-05-08 11:25:58","IN_TRANSIT_TO","内藤町大京町"
"G816","149","早81","早大正門","139.705139","35.673561","2026-05-08 11:25:58","IN_TRANSIT_TO","原宿外苑中学校前"
"G735","154","渋88","新橋駅前","139.72757","35.661224","2026-05-08 11:25:58","IN_TRANSIT_TO","EXシアター六本木前"
"G826","154","渋88","渋谷駅前","139.754181","35.668652","2026-05-08 11:25:58","IN_TRANSIT_TO","東亞合成本社前"
"E531","153","田87","田町駅前","139.702057","35.659359","2026-05-08 11:25:58","IN_TRANSIT_TO","渋谷駅前"
"V328","153","田87","田町駅前","139.710434","35.648357","2026-05-08 11:25:58","IN_TRANSIT_TO","恵比寿駅前"
"G824","153","田87","田町駅前","139.725784","35.64447","2026-05-08 11:25:58","IN_TRANSIT_TO","北里研究所前"
"G820","153","田87","田町駅前","139.737122","35.644501","2026-05-08 11:25:58","IN_TRANSIT_TO","魚籃坂下"
"K219","153","田87","渋谷駅前","139.746521","35.646687","2026-05-08 11:25:58","IN_TRANSIT_TO","田町駅前"
"G831","153","田87","渋谷駅前","139.737","35.644196","2026-05-08 11:25:58","IN_TRANSIT_TO","魚籃坂下"
"L315","153","田87","渋谷駅前","139.729965","35.64381","2026-05-08 11:25:58","IN_TRANSIT_TO","三光坂下"
"B790","153","田87","渋谷駅前","139.710419","35.647781","2026-05-08 11:25:58","IN_TRANSIT_TO","恵比寿駅前"
"V320","157","品91","品川駅港南口","139.741165","35.628632","2026-05-08 11:25:58","IN_TRANSIT_TO","品川駅港南口"
"K210","157","品91","品川駅港南口","139.747559","35.610806","2026-05-08 11:25:58","IN_TRANSIT_TO","都立八潮高校前"
"B711","157","品91","品川駅港南口","139.754288","35.598793","2026-05-08 11:25:58","IN_TRANSIT_TO","八潮東"
"Z537","157","品91","品川駅港南口","139.747314","35.610546","2026-05-08 11:25:58","IN_TRANSIT_TO","都立八潮高校前"
"B723","158","宿91","新代田駅前","139.65918","35.675591","2026-05-08 11:25:58","IN_TRANSIT_TO","和泉一丁目"
"W458","158","宿91","杉並車庫前","139.654358","35.69236","2026-05-08 11:25:58","IN_TRANSIT_TO","堀ノ内"
"V322","160","井92","大井町駅東口","139.753082","35.605503","2026-05-08 11:25:58","IN_TRANSIT_TO","品川総合福祉センター前"
"K213","160","井92","大井町駅東口","139.744705","35.606724","2026-05-08 11:25:58","IN_TRANSIT_TO","東京工科専門学校前"
