"captured_at_jst","source","vehicle_id","vehicle_label","trip_id","route_id","route_short_name","route_display_name","destination","latitude","longitude","current_status","stop_id","stop_name","next_stop_name","current_stop_name","timestamp","feed_timestamp"
"2026-05-08 11:25:58","odpt","L312","L312","08601-1-09-172-1046","031","都06","都06 新橋駅前行","新橋駅前","35.657478","139.754608","IN_TRANSIT_TO","0919-01","大門駅前","大門駅前",,"1778207044","1778207149"
"2026-05-08 11:25:58","odpt","F556","F556","08601-2-09-172-1124","031","都06","都06 渋谷駅前行","渋谷駅前","35.665936","139.759247","IN_TRANSIT_TO","0737-05","新橋駅前","新橋駅前",,"1778207058","1778207149"
"2026-05-08 11:25:58","odpt","G829","G829","08601-2-09-172-1108","031","都06","都06 渋谷駅前行","渋谷駅前","35.652557","139.74794","IN_TRANSIT_TO","0631-02","芝園橋","芝園橋",,"1778207041","1778207149"
"2026-05-08 11:25:58","odpt","W454","W454","08601-2-09-172-1052","031","都06","都06 渋谷駅前行","渋谷駅前","35.6479","139.721451","IN_TRANSIT_TO","1358-09","広尾病院前","広尾病院前",,"1778207124","1778207149"
"2026-05-08 11:25:58","odpt","D331","D331","08602-1-09-172-1110","031","都06","都06 赤羽橋駅前行","赤羽橋駅前","35.648849","139.717667","IN_TRANSIT_TO","1359-02","広尾一丁目","広尾一丁目",,"1778207087","1778207149"
"2026-05-08 11:25:58","odpt","G821","G821","08602-1-09-172-1054","031","都06","都06 赤羽橋駅前行","赤羽橋駅前","35.655495","139.74115","IN_TRANSIT_TO","1094-05","中ノ橋","中ノ橋",,"1778207085","1778207149"
"2026-05-08 11:25:58","odpt","G822","G822","08602-2-09-172-1115","031","都06","都06 渋谷駅前行","渋谷駅前","35.647194","139.731201","IN_TRANSIT_TO","0623-01","四ノ橋","四ノ橋",,"1778207105","1778207149"
"2026-05-08 11:25:58","odpt","D355","D355","08602-2-09-172-1059","031","都06","都06 渋谷駅前行","渋谷駅前","35.652657","139.708801","IN_TRANSIT_TO","1322-02","東二丁目","東二丁目",,"1778207115","1778207149"
"2026-05-08 11:25:58","odpt","B754","B754","60101-1-65-170-1123","036","都07","都07 門前仲町行","門前仲町","35.696106","139.817642","IN_TRANSIT_TO","0493-02","江東車庫前","江東車庫前",,"1778207085","1778207149"
"2026-05-08 11:25:58","odpt","H968","H968","60101-1-65-170-1116","036","都07","都07 門前仲町行","門前仲町","35.692451","139.826172","IN_TRANSIT_TO","0755-02","五ノ橋","五ノ橋",,"1778207020","1778207149"
"2026-05-08 11:25:58","odpt","W434","W434","60101-1-65-170-1109","036","都07","都07 門前仲町行","門前仲町","35.673351","139.82663","IN_TRANSIT_TO","1476-02","南砂三丁目","南砂三丁目",,"1778207121","1778207149"
"2026-05-08 11:25:58","odpt","D365","D365","60101-1-65-170-1102","036","都07","都07 門前仲町行","門前仲町","35.671082","139.826126","IN_TRANSIT_TO","1177-02","日曹橋","日曹橋",,"1778206950","1778207149"
"2026-05-08 11:25:58","odpt","M463","M463","60101-1-65-170-1055","036","都07","都07 門前仲町行","門前仲町","35.669418","139.803436","IN_TRANSIT_TO","0426-01","木場二丁目","木場二丁目",,"1778207051","1778207149"
"2026-05-08 11:25:58","odpt","W436","W436","60101-2-65-170-1123","036","都07","都07 錦糸町駅前行","錦糸町駅前","35.671249","139.797791","IN_TRANSIT_TO","1376-02","不動尊前","不動尊前",,"1778207042","1778207149"
"2026-05-08 11:25:58","odpt","E501","E501","60101-2-65-170-1116","036","都07","都07 錦糸町駅前行","錦糸町駅前","35.669556","139.813736","IN_TRANSIT_TO","0987-02","東陽操車所前","東陽操車所前",,"1778207039","1778207149"
"2026-05-08 11:25:58","odpt","H967","H967","60101-2-65-170-1109","036","都07","都07 錦糸町駅前行","錦糸町駅前","35.672726","139.826294","IN_TRANSIT_TO","1476-01","南砂三丁目","南砂三丁目",,"1778207106","1778207149"
"2026-05-08 11:25:58","odpt","L344","L344","60101-2-65-170-1103","036","都07","都07 錦糸町駅前行","錦糸町駅前","35.681885","139.827332","IN_TRANSIT_TO","0411-01","北砂三丁目","北砂三丁目",,"1778207104","1778207149"
"2026-05-08 11:25:58","odpt","W440","W440","60101-2-65-170-1057","036","都07","都07 錦糸町駅前行","錦糸町駅前","35.690002","139.826187","IN_TRANSIT_TO","1140-04","西大島駅前","西大島駅前",,"1778207066","1778207149"
"2026-05-08 11:25:58","odpt","H966","H966","60101-2-65-170-1051","036","都07","都07 錦糸町駅前行","錦糸町駅前","35.69569","139.817535","IN_TRANSIT_TO","0493-01","江東車庫前","江東車庫前",,"1778207074","1778207149"
"2026-05-08 11:25:58","odpt","C250","C250","52401-1-57-170-1120","038","都08（T08）","都08（T08） 錦糸町駅前行","錦糸町駅前","35.728756","139.777466","IN_TRANSIT_TO","1308-04","東日暮里三丁目","東日暮里三丁目",,"1778207034","1778207149"
"2026-05-08 11:25:58","odpt","W465","W465","52401-1-57-170-1112","038","都08（T08）","都08（T08） 錦糸町駅前行","錦糸町駅前","35.720722","139.791672","IN_TRANSIT_TO","0822-02","千束","千束",,"1778207046","1778207149"
"2026-05-08 11:25:58","odpt","E541","E541","52401-1-57-170-1104","038","都08（T08）","都08（T08） 錦糸町駅前行","錦糸町駅前","35.714588","139.798431","IN_TRANSIT_TO","1179-02","二天門","二天門",,"1778207111","1778207149"
"2026-05-08 11:25:58","odpt","F646","F646","52401-1-57-170-1056","038","都08（T08）","都08（T08） 錦糸町駅前行","錦糸町駅前","35.708759","139.805222","IN_TRANSIT_TO","1414-02","本所吾妻橋","本所吾妻橋",,"1778207111","1778207149"
"2026-05-08 11:25:58","odpt","F640","F640","52401-1-57-170-1048","038","都08（T08）","都08（T08） 錦糸町駅前行","錦糸町駅前","35.706242","139.814331","IN_TRANSIT_TO","1121-02","業平四丁目","業平四丁目",,"1778207115","1778207149"
"2026-05-08 11:25:58","odpt","D301","D301","52401-2-57-170-1124","038","都08（T08）","都08（T08） 日暮里駅前行","日暮里駅前","35.697296","139.813492","IN_TRANSIT_TO","0442-12","錦糸町駅前","錦糸町駅前",,"1778207040","1778207149"
"2026-05-08 11:25:58","odpt","H961","H961","52401-2-57-170-1115","038","都08（T08）","都08（T08） 日暮里駅前行","日暮里駅前","35.708355","139.813705","IN_TRANSIT_TO","0276-06","押上","押上",,"1778206994","1778207149"
"2026-05-08 11:25:58","odpt","B794","B794","52401-2-57-170-1106","038","都08（T08）","都08（T08） 日暮里駅前行","日暮里駅前","35.708725","139.809097","IN_TRANSIT_TO","1120-02","とうきょうスカイツリー駅入口","とうきょうスカイツリー駅入口",,"1778207090","1778207149"
"2026-05-08 11:25:58","odpt","G776","G776","52401-2-57-170-1057","038","都08（T08）","都08（T08） 日暮里駅前行","日暮里駅前","35.716118","139.796967","IN_TRANSIT_TO","0039-01","浅草二丁目","浅草二丁目",,"1778207045","1778207149"
"2026-05-08 11:25:58","odpt","G767","G767","52401-2-57-170-1048","038","都08（T08）","都08（T08） 日暮里駅前行","日暮里駅前","35.725021","139.786499","IN_TRANSIT_TO","0603-01","下谷三丁目","下谷三丁目",,"1778207028","1778207149"
"2026-05-08 11:25:58","odpt","E466","E466","72501-1-81-170-1115","040","業10","業10 とうきょうスカイツリー駅前行","とうきょうスカイツリー駅前","35.666985","139.770355","IN_TRANSIT_TO","0945-01","築地三丁目","築地三丁目",,"1778207114","1778207149"
"2026-05-08 11:25:58","odpt","E526","E526","72501-1-81-170-1055","040","業10","業10 とうきょうスカイツリー駅前行","とうきょうスカイツリー駅前","35.655151","139.797119","IN_TRANSIT_TO","1025-09","豊洲駅前","豊洲駅前",,"1778207097","1778207149"
"2026-05-08 11:25:58","odpt","F653","F653","72501-1-81-170-1038","040","業10","業10 とうきょうスカイツリー駅前行","とうきょうスカイツリー駅前","35.677277","139.806854","IN_TRANSIT_TO","2570-02","木場公園","木場公園",,"1778207080","1778207149"
"2026-05-08 11:25:58","odpt","E539","E539","72501-1-81-170-1025","040","業10","業10 とうきょうスカイツリー駅前行","とうきょうスカイツリー駅前","35.704296","139.804626","IN_TRANSIT_TO","1418-02","本所四丁目","本所四丁目",,"1778207107","1778207149"
"2026-05-08 11:25:58","odpt","E540","E540","72501-2-81-170-1115","040","業10","業10 新橋行","新橋","35.694572","139.805634","IN_TRANSIT_TO","1460-03","緑三丁目","緑三丁目",,"1778207119","1778207149"
"2026-05-08 11:25:58","odpt","G708","G708","72501-2-81-170-1055","040","業10","業10 新橋行","新橋","35.661606","139.806488","IN_TRANSIT_TO","0594-02","塩浜二丁目","塩浜二丁目",,"1778207069","1778207149"
"2026-05-08 11:25:58","odpt","D112","D112","72501-2-81-170-1042","040","業10","業10 新橋行","新橋","35.657604","139.793228","IN_TRANSIT_TO","1026-01","ＩＨＩ前","ＩＨＩ前",,"1778207105","1778207149"
"2026-05-08 11:25:58","odpt","F586","F586","72501-2-81-170-1029","040","業10","業10 新橋行","新橋","35.660812","139.779999","IN_TRANSIT_TO","2182-01","月島第一小学校前","月島第一小学校前",,"1778207064","1778207149"
"2026-05-08 11:25:58","odpt","G707","G707","72501-2-81-170-1016","040","業10","業10 新橋行","新橋","35.670876","139.761627","IN_TRANSIT_TO","0445-03","銀座西六丁目","銀座西六丁目",,"1778206996","1778207149"
"2026-05-08 11:25:58","odpt","D309","D309","65202-2-65-170-1100","044","錦11","錦11 亀戸駅前行","亀戸駅前","35.689278","139.810623","IN_TRANSIT_TO","0789-05","住吉一丁目","住吉一丁目",,"1778207118","1778207149"
"2026-05-08 11:25:58","odpt","C290","C290","72508-1-81-170-1105","041","業10出入","業10出入 とうきょうスカイツリー駅前行","とうきょうスカイツリー駅前","35.669868","139.805786","IN_TRANSIT_TO","0425-01","木場駅前","木場駅前",,"1778207107","1778207149"
"2026-05-08 11:25:58","odpt","F651","F651","72508-2-81-170-1123","041","業10出入","業10出入 深川車庫前行","深川車庫前","35.712086","139.805176","IN_TRANSIT_TO","0533-01","言問橋","言問橋",,"1778207067","1778207149"
"2026-05-08 11:25:58","odpt","C271","C271","72508-2-81-170-1105","041","業10出入","業10出入 深川車庫前行","深川車庫前","35.683132","139.806595","IN_TRANSIT_TO","0675-04","白河","白河",,"1778207124","1778207149"
"2026-05-08 11:25:58","odpt","D107","D107","72508-2-81-170-1050","041","業10出入","業10出入 深川車庫前行","深川車庫前","35.657764","139.801605","IN_TRANSIT_TO","0166-03","枝川","枝川",,"1778207073","1778207149"
"2026-05-08 11:25:58","odpt","E504","E504","72509-1-81-170-1106","041","業10出入","業10出入 新橋行","新橋","35.657913","139.786011","IN_TRANSIT_TO","1252-04","晴海一丁目","晴海一丁目",,"1778207095","1778207149"
"2026-05-08 11:25:58","odpt","C289","C289","72509-1-81-170-1052","041","業10出入","業10出入 新橋行","新橋","35.670567","139.765686","IN_TRANSIT_TO","0448-07","銀座四丁目","銀座四丁目",,"1778207003","1778207149"
"2026-05-08 11:25:58","odpt","C269","C269","72509-2-81-170-1121","041","業10出入","業10出入 深川車庫前行","深川車庫前","35.67038","139.766312","IN_TRANSIT_TO","0448-06","銀座四丁目","銀座四丁目",,"1778207120","1778207149"
"2026-05-08 11:25:58","odpt","M456","M456","72509-2-81-170-1103","041","業10出入","業10出入 深川車庫前行","深川車庫前","35.659122","139.790649","IN_TRANSIT_TO","2288-01","春海橋","春海橋",,"1778207111","1778207149"
"2026-05-08 11:25:58","odpt","C287","C287","72509-2-81-170-1048","041","業10出入","業10出入 深川車庫前行","深川車庫前","35.645321","139.79982","IN_TRANSIT_TO","0620-02","東雲都橋","東雲都橋",,"1778206993","1778207149"
"2026-05-08 11:25:58","odpt","B751","B751","72005-3-81-170-1045","045","木11甲","木11甲 木場駅前行","木場駅前","35.669647","139.821518","IN_TRANSIT_TO","1475-01","江東運転免許試験場前","江東運転免許試験場前",,"1778206982","1778207149"
