vehicle_id,route_id,route_short_name,route_display_name,route_label,destination,trip_id,pattern_id,stop_id,stop_name,next_stop_name,current_stop_name,current_status,timestamp,feed_timestamp,source,longitude,latitude
F568,158,宿91,宿91 新宿駅西口行,宿91,新宿駅西口,24302-1-21-170-2200,24302,1092-01,本町三丁目(ほんちょうさんちょうめ（なかのく）),本町三丁目(ほんちょうさんちょうめ（なかのく）),,IN_TRANSIT_TO,1777641504,1777641609,odpt,139.674744,35.697739
F567,158,宿91,宿91 新代田駅前行,宿91,新代田駅前,24302-2-21-170-2200,24302,1399-02,杏林大学杉並病院前,杏林大学杉並病院前,,IN_TRANSIT_TO,1777641600,1777641609,odpt,139.655136,35.689644
C202,160,井92,井92 八潮公園前行,井92,八潮公園前,01105-3-01-170-2210,1105,1048-03,都立産業技術高専品川キャンパス前,都立産業技術高専品川キャンパス前,,IN_TRANSIT_TO,1777641583,1777641609,odpt,139.747223,35.60741
Y487,161,品93,品93 目黒駅前行,品93,目黒駅前,00401-1-01-170-2155,401,0683-02,白金小学校前,白金小学校前,,IN_TRANSIT_TO,1777641564,1777641609,odpt,139.728439,35.636539
M373,161,品93,品93 大井競馬場前行,品93,大井競馬場前,00401-2-01-170-2200,401,1286-02,東品川一丁目,東品川一丁目,,IN_TRANSIT_TO,1777641598,1777641609,odpt,139.742798,35.620476
L303,161,品93,品93 都立産業技術高専品川キャンパス前行,品93,都立産業技術高専品川キャンパス前,00404-2-01-170-2215,404,0680-02,白金台五丁目,白金台五丁目,,IN_TRANSIT_TO,1777641553,1777641609,odpt,139.722595,35.636417
B713,161,品93,品93 品川車庫前行,品93,品川車庫前,00406-2-01-170-2219,406,0216-01,大井競馬場前,大井競馬場前,,IN_TRANSIT_TO,1777641566,1777641609,odpt,139.741257,35.593571
F565,166,反96,反96 品川駅高輪口行,反96,品川駅高輪口,01716-2-06-170-2216,1716,2480-01,六本木ヒルズ,六本木ヒルズ,,IN_TRANSIT_TO,1777641399,1777641609,odpt,139.72963,35.660542
K211,165,品96,品96 品川駅港南口行,品96,品川駅港南口,01402-2-01-170-2216,1402,2283-02,天王洲運河,天王洲運河,,IN_TRANSIT_TO,1777641533,1777641609,odpt,139.749878,35.62669
F566,169,品97,品97 新宿駅西口行,品97,新宿駅西口,24001-1-21-170-2140,24001,0713-11,新宿三丁目,新宿三丁目,,IN_TRANSIT_TO,1777641576,1777641609,odpt,139.705872,35.690308
E372,169,品97,品97 品川駅高輪口行,品97,品川駅高輪口,24001-2-06-170-2130,24001,0869-04,グランドプリンスホテル新高輪前,グランドプリンスホテル新高輪前,,IN_TRANSIT_TO,1777641592,1777641609,odpt,139.732437,35.630268
K213,170,品98,品98 品川駅港南口行,品98,品川駅港南口,04107-3-01-170-2135,4107,1624-02,４号バース前,４号バース前,,IN_TRANSIT_TO,1777641569,1777641609,odpt,139.761108,35.601925
K214,173,品99,品99 品川駅港南口行,品99,品川駅港南口,04505-3-01-170-2146,4505,0609-01,品川埠頭,品川埠頭,,IN_TRANSIT_TO,1777641586,1777641609,odpt,139.757599,35.631508
M439,176,臨海28－2,臨海28－2 臨海車庫行,臨海28－2,臨海車庫,69006-2-69-170-2208,69006,0462-01,桑川町,桑川町,,IN_TRANSIT_TO,1777641554,1777641609,odpt,139.875687,35.671345
G719,176,臨海28－2,臨海28－2 臨海車庫行,臨海28－2,臨海車庫,69007-2-69-170-2214,69007,2031-02,葛西南高校入口,葛西南高校入口,,IN_TRANSIT_TO,1777641562,1777641609,odpt,139.872635,35.653858
C272,175,臨海28－1,臨海28－1 臨海車庫前行,臨海28－1,臨海車庫前,68908-2-77-170-2203,68908,2031-02,葛西南高校入口,葛西南高校入口,,IN_TRANSIT_TO,1777641462,1777641609,odpt,139.872635,35.653858
G704,183,都05－1出入,都05－1出入 深川車庫前行,都05－1出入,深川車庫前,72416-2-81-170-2217,72416,1249-04,晴海埠頭,晴海埠頭,,IN_TRANSIT_TO,1777641454,1777641609,odpt,139.772781,35.647358
G707,184,都05－1,都05－1 晴海埠頭行,都05－1,晴海埠頭,72414-2-81-170-2209,72414,0778-03,数寄屋橋,数寄屋橋,,IN_TRANSIT_TO,1777641561,1777641609,odpt,139.762405,35.673233
A671,184,都05－1,都05－1 晴海埠頭行,都05－1,晴海埠頭,72414-2-81-170-2158,72414,2442-01,晴海トリトンスクエア前,晴海トリトンスクエア前,,IN_TRANSIT_TO,1777641554,1777641609,odpt,139.780563,35.656746
E119,181,都05－2,都05－2 東京駅丸の内南口行,都05－2,東京駅丸の内南口,72602-1-81-170-2200,72602,2589-01,新豊洲駅前,新豊洲駅前,,IN_TRANSIT_TO,1777641491,1777641609,odpt,139.788559,35.648293
L360,181,都05－2,都05－2 有明一丁目行,都05－2,有明一丁目,72602-2-81-170-2205,72602,1570-01,有楽町駅前,有楽町駅前,,IN_TRANSIT_TO,1777641551,1777641609,odpt,139.762711,35.6754
L357,181,都05－2,都05－2 有明一丁目行,都05－2,有明一丁目,72602-2-81-170-2150,72602,2594-01,かえつ学園西,かえつ学園西,,IN_TRANSIT_TO,1777641543,1777641609,odpt,139.793686,35.639725
G746,185,池86出入,池86出入 早稲田行,池86出入,早稲田,20013-2-33-170-2214,20013,0926-01,千登世橋,千登世橋,,IN_TRANSIT_TO,1777641555,1777641609,odpt,139.712906,35.720882
E397,185,池86出入,池86出入 早稲田行,池86出入,早稲田,20016-3-33-170-2140,20016,0634-01,渋谷駅西口,渋谷駅西口,,IN_TRANSIT_TO,1777641237,1777641609,odpt,139.700836,35.660015
L338,195,東42－2,東42－2 東神田行,東42－2,東神田,52202-1-57-170-2214,52202,0119-01,今戸,今戸,,IN_TRANSIT_TO,1777641564,1777641609,odpt,139.80188,35.721081
W464,195,東42－2,東42－2 南千住車庫前行,東42－2,南千住車庫前,52202-2-57-170-2207,52202,0537-01,駒形橋,駒形橋,,IN_TRANSIT_TO,1777641389,1777641609,odpt,139.795486,35.708
